Student IDs,Day,Hour,Activity,Duration
0,2,0,0.0,1008
0,2,0,1,0
0,2,0,2,0
0,2,1,0.0,1029
0,2,1,1,0
0,2,1,2,0
0,2,2,0.0,1017
0,2,2,1,0
0,2,2,2,0
0,2,3,0.0,1041
0,2,3,1,0
0,2,3,2,0
0,2,4,0.0,1038
0,2,4,1,0
0,2,4,2,0
0,2,5,0.0,1038
0,2,5,1,0
0,2,5,2,0
0,2,6,0.0,1035
0,2,6,1,0
0,2,6,2,0
0,2,7,0.0,696
0,2,7,1.0,192
0,2,7,2,0
0,2,8,0.0,843
0,2,8,1.0,99
0,2,8,2,0
0,2,9,0.0,678
0,2,9,1.0,192
0,2,9,2,0
0,2,10,0.0,861
0,2,10,1.0,96
0,2,10,2,0
0,2,11,0.0,354
0,2,11,1.0,624
0,2,11,2,0
0,2,12,0.0,945
0,2,12,1.0,24
0,2,12,2,0
0,2,13,0.0,783
0,2,13,2.0,54
0,2,13,1.0,114
0,2,14,0.0,1032
0,2,14,1,0
0,2,14,2,0
0,2,15,0.0,642
0,2,15,1.0,339
0,2,15,2,0
0,2,16,0.0,933
0,2,16,1.0,30
0,2,16,2,0
0,2,17,0.0,633
0,2,17,2.0,3
0,2,17,1.0,138
0,2,18,0.0,456
0,2,18,2.0,24
0,2,18,1.0,312
0,2,19,0.0,84
0,2,19,2.0,843
0,2,19,1.0,27
0,2,20,0.0,783
0,2,20,2.0,168
0,2,20,1.0,9
0,2,21,0.0,957
0,2,21,1.0,33
0,2,21,2,0
0,2,22,0.0,1032
0,2,22,1,0
0,2,22,2,0
0,2,23,0.0,1038
0,2,23,1,0
0,2,23,2,0
0,3,0,0.0,1041
0,3,0,1,0
0,3,0,2,0
0,3,1,0.0,1038
0,3,1,1,0
0,3,1,2,0
0,3,2,0.0,1041
0,3,2,1,0
0,3,2,2,0
0,3,3,0.0,1038
0,3,3,1,0
0,3,3,2,0
0,3,4,0.0,1041
0,3,4,1,0
0,3,4,2,0
0,3,5,0.0,1038
0,3,5,1,0
0,3,5,2,0
0,3,6,0.0,108
0,3,6,1,0
0,3,6,2,0
0,3,7,0.0,210
0,3,7,1.0,126
0,3,7,2,0
0,3,8,0.0,882
0,3,8,1.0,99
0,3,8,2,0
0,3,9,0.0,1008
0,3,9,1,0
0,3,9,2,0
0,3,10,0.0,1014
0,3,10,1,0
0,3,10,2,0
0,3,11,0.0,846
0,3,11,2.0,12
0,3,11,1.0,114
0,3,12,0.0,900
0,3,12,1.0,45
0,3,12,2,0
0,3,13,0.0,567
0,3,13,2.0,177
0,3,13,1.0,177
0,3,14,0.0,648
0,3,14,2.0,66
0,3,14,1.0,264
0,3,15,0.0,972
0,3,15,2.0,36
0,3,15,1.0,6
0,3,16,0.0,963
0,3,16,1.0,21
0,3,16,2,0
0,3,17,0.0,756
0,3,17,2.0,12
0,3,17,1.0,156
0,3,18,0.0,888
0,3,18,2.0,30
0,3,18,1.0,63
0,3,19,0.0,975
0,3,19,2.0,15
0,3,19,1.0,27
0,3,20,0.0,945
0,3,20,1.0,21
0,3,20,2,0
0,3,21,0.0,621
0,3,21,2.0,12
0,3,21,1.0,183
0,3,22,0.0,855
0,3,22,1.0,93
0,3,22,2,0
0,3,23,0.0,906
0,3,23,1.0,72
0,3,23,2,0
0,4,0,0.0,1038
0,4,0,1,0
0,4,0,2,0
0,4,1,0.0,1026
0,4,1,1,0
0,4,1,2,0
0,4,2,0.0,1038
0,4,2,1,0
0,4,2,2,0
0,4,3,0.0,1038
0,4,3,1,0
0,4,3,2,0
0,4,4,0.0,1035
0,4,4,1,0
0,4,4,2,0
0,4,5,0.0,1035
0,4,5,1,0
0,4,5,2,0
0,4,6,0.0,1041
0,4,6,1,0
0,4,6,2,0
0,4,7,0.0,591
0,4,7,2.0,15
0,4,7,1.0,159
0,4,8,0.0,819
0,4,8,2.0,30
0,4,8,1.0,135
0,4,9,0.0,897
0,4,9,2.0,30
0,4,9,1.0,15
0,4,10,0.0,849
0,4,10,2.0,3
0,4,10,1.0,96
0,4,11,0.0,489
0,4,11,2.0,6
0,4,11,1.0,417
0,4,12,0.0,723
0,4,12,2.0,30
0,4,12,1.0,204
0,4,13,0.0,696
0,4,13,2.0,69
0,4,13,1.0,129
0,4,14,0.0,492
0,4,14,1.0,453
0,4,14,2,0
0,4,15,0.0,783
0,4,15,1.0,192
0,4,15,2,0
0,4,16,0.0,846
0,4,16,2.0,63
0,4,16,1.0,36
0,4,17,0.0,978
0,4,17,1.0,21
0,4,17,2,0
0,4,18,0.0,690
0,4,18,2.0,51
0,4,18,1.0,231
0,4,19,0.0,558
0,4,19,1.0,270
0,4,19,2,0
0,4,20,0.0,636
0,4,20,1.0,186
0,4,20,2,0
0,4,21,0.0,852
0,4,21,1.0,87
0,4,21,2,0
0,4,22,0.0,864
0,4,22,1.0,78
0,4,22,2,0
0,4,23,0.0,1041
0,4,23,1,0
0,4,23,2,0
0,5,0,0.0,1035
0,5,0,1,0
0,5,0,2,0
0,5,1,0.0,1038
0,5,1,1,0
0,5,1,2,0
0,5,2,0.0,1041
0,5,2,1,0
0,5,2,2,0
0,5,12,0.0,66
0,5,12,1,0
0,5,12,2,0
0,5,13,0.0,1038
0,5,13,1,0
0,5,13,2,0
0,5,14,0.0,1038
0,5,14,1,0
0,5,14,2,0
0,5,15,0.0,942
0,5,15,1.0,24
0,5,15,2,0
0,5,16,0.0,948
0,5,16,1,0
0,5,16,2,0
0,5,17,0.0,495
0,5,17,2.0,96
0,5,17,1.0,252
0,5,18,0.0,675
0,5,18,1.0,219
0,5,18,2,0
0,5,19,0.0,678
0,5,19,1.0,216
0,5,19,2,0
0,5,20,0.0,855
0,5,20,1.0,141
0,5,20,2,0
0,5,21,0.0,738
0,5,21,1.0,198
0,5,21,2,0
0,5,22,0.0,762
0,5,22,1.0,141
0,5,22,2,0
0,5,23,0.0,861
0,5,23,1.0,18
0,5,23,2,0
0,6,0,0.0,873
0,6,0,1.0,36
0,6,0,2,0
0,6,1,0.0,1014
0,6,1,1.0,18
0,6,1,2,0
0,6,2,0.0,1038
0,6,2,1,0
0,6,2,2,0
0,6,3,0.0,1032
0,6,3,1,0
0,6,3,2,0
0,6,4,0.0,1038
0,6,4,1,0
0,6,4,2,0
0,6,5,0.0,1041
0,6,5,1,0
0,6,5,2,0
0,6,6,0.0,1041
0,6,6,1,0
0,6,6,2,0
0,6,7,0.0,1041
0,6,7,1,0
0,6,7,2,0
0,6,8,0.0,1035
0,6,8,1,0
0,6,8,2,0
0,6,9,0.0,786
0,6,9,1.0,33
0,6,9,2,0
0,6,10,0.0,129
0,6,10,2.0,720
0,6,10,1.0,162
0,6,11,0.0,96
0,6,11,2.0,894
0,6,11,1.0,27
0,6,12,0.0,768
0,6,12,1.0,69
0,6,12,2,0
0,6,13,0.0,1038
0,6,13,1,0
0,6,13,2,0
0,6,14,0.0,1038
0,6,14,1,0
0,6,14,2,0
0,6,15,0.0,849
0,6,15,1.0,72
0,6,15,2,0
0,6,16,0.0,489
0,6,16,1.0,495
0,6,16,2,0
0,6,17,0.0,165
0,6,17,2.0,204
0,6,17,1.0,534
0,6,18,0.0,702
0,6,18,2.0,6
0,6,18,1.0,141
0,6,19,0.0,918
0,6,19,2.0,9
0,6,19,1.0,84
0,6,20,0.0,1035
0,6,20,1,0
0,6,20,2,0
0,6,21,0.0,1041
0,6,21,1,0
0,6,21,2,0
0,6,22,0.0,1038
0,6,22,1,0
0,6,22,2,0
0,6,23,0.0,1008
0,6,23,1,0
0,6,23,2,0
0,0,0,0.0,1020
0,0,0,1,0
0,0,0,2,0
0,0,1,0.0,1038
0,0,1,1,0
0,0,1,2,0
0,0,2,0.0,1041
0,0,2,1,0
0,0,2,2,0
0,0,3,0.0,1029
0,0,3,1,0
0,0,3,2,0
0,0,4,0.0,1038
0,0,4,1,0
0,0,4,2,0
0,0,5,0.0,1041
0,0,5,1,0
0,0,5,2,0
0,0,6,0.0,1032
0,0,6,1,0
0,0,6,2,0
0,0,7,0.0,639
0,0,7,2.0,33
0,0,7,1.0,171
0,0,8,0.0,852
0,0,8,2.0,117
0,0,8,1.0,33
0,0,9,0.0,870
0,0,9,2.0,60
0,0,9,1.0,39
0,0,10,0.0,783
0,0,10,2.0,12
0,0,10,1.0,138
0,0,11,0.0,627
0,0,11,2.0,33
0,0,11,1.0,258
0,0,12,0.0,1029
0,0,12,1,0
0,0,12,2,0
0,0,13,0.0,912
0,0,13,2.0,60
0,0,13,1.0,42
0,0,14,0.0,996
0,0,14,1.0,33
0,0,14,2,0
0,0,15,0.0,759
0,0,15,1.0,123
0,0,15,2,0
0,0,16,0.0,582
0,0,16,2.0,6
0,0,16,1.0,246
0,0,17,0.0,834
0,0,17,2.0,9
0,0,17,1.0,84
0,0,18,0.0,996
0,0,18,1.0,12
0,0,18,2,0
0,0,19,0.0,501
0,0,19,2.0,12
0,0,19,1.0,348
0,0,20,0.0,894
0,0,20,1.0,60
0,0,20,2,0
0,0,21,0.0,1035
0,0,21,1,0
0,0,21,2,0
0,0,22,0.0,1038
0,0,22,1,0
0,0,22,2,0
0,0,23,0.0,1038
0,0,23,1,0
0,0,23,2,0
0,1,0,0.0,1038
0,1,0,1,0
0,1,0,2,0
0,1,1,0.0,1041
0,1,1,1,0
0,1,1,2,0
0,1,2,0.0,1041
0,1,2,1,0
0,1,2,2,0
0,1,3,0.0,1038
0,1,3,1,0
0,1,3,2,0
0,1,4,0.0,1038
0,1,4,1,0
0,1,4,2,0
0,1,5,0.0,1041
0,1,5,1,0
0,1,5,2,0
0,1,6,0.0,1032
0,1,6,1,0
0,1,6,2,0
0,1,7,0.0,666
0,1,7,2.0,27
0,1,7,1.0,75
0,1,8,0.0,819
0,1,8,1.0,15
0,1,8,2,0
0,1,9,0.0,1002
0,1,9,1.0,9
0,1,9,2,0
0,1,10,0.0,891
0,1,10,1.0,69
0,1,10,2,0
0,1,11,0.0,948
0,1,11,1.0,21
0,1,11,2,0
0,1,12,0.0,942
0,1,12,1,0
0,1,12,2,0
0,1,13,0.0,951
0,1,13,1,0
0,1,13,2,0
0,1,14,0.0,702
0,1,14,2.0,12
0,1,14,1.0,102
0,1,15,0.0,933
0,1,15,1,0
0,1,15,2,0
0,1,16,0.0,1002
0,1,16,1,0
0,1,16,2,0
0,1,17,0.0,669
0,1,17,1.0,117
0,1,17,2,0
0,1,18,0.0,552
0,1,18,1.0,207
0,1,18,2,0
0,1,19,0.0,204
0,1,19,2.0,738
0,1,19,1.0,60
0,1,20,0.0,630
0,1,20,2.0,234
0,1,20,1.0,81
0,1,21,0.0,1026
0,1,21,1,0
0,1,21,2,0
0,1,22,0.0,1038
0,1,22,1,0
0,1,22,2,0
0,1,23,0.0,960
0,1,23,1.0,6
0,1,23,2,0
0,2,0,0.0,1023
0,2,0,1,0
0,2,0,2,0
0,2,1,0.0,1020
0,2,1,1,0
0,2,1,2,0
0,2,2,0.0,1041
0,2,2,1,0
0,2,2,2,0
0,2,3,0.0,1041
0,2,3,1,0
0,2,3,2,0
0,2,4,0.0,1038
0,2,4,1,0
0,2,4,2,0
0,2,5,0.0,1041
0,2,5,1,0
0,2,5,2,0
0,2,6,0.0,1038
0,2,6,1,0
0,2,6,2,0
0,2,7,0.0,621
0,2,7,1.0,183
0,2,7,2,0
0,2,8,0.0,687
0,2,8,1.0,276
0,2,8,2,0
0,2,9,0.0,861
0,2,9,2.0,93
0,2,9,1.0,33
0,2,10,0.0,798
0,2,10,2.0,6
0,2,10,1.0,174
0,2,11,0.0,693
0,2,11,2.0,72
0,2,11,1.0,171
0,2,12,0.0,873
0,2,12,2.0,15
0,2,12,1.0,132
0,2,13,0.0,777
0,2,13,2.0,69
0,2,13,1.0,63
0,2,14,0.0,1035
0,2,14,1,0
0,2,14,2,0
0,2,15,0.0,630
0,2,15,1.0,156
0,2,15,2,0
0,2,16,0.0,660
0,2,16,1.0,252
0,2,16,2,0
0,2,17,0.0,1005
0,2,17,1,0
0,2,17,2,0
0,2,18,0.0,741
0,2,18,2.0,48
0,2,18,1.0,120
0,2,19,0.0,645
0,2,19,2.0,96
0,2,19,1.0,159
0,2,20,0.0,861
0,2,20,1.0,66
0,2,20,2,0
0,2,21,0.0,1035
0,2,21,1,0
0,2,21,2,0
0,2,22,0.0,1035
0,2,22,1,0
0,2,22,2,0
0,2,23,0.0,1038
0,2,23,1,0
0,2,23,2,0
0,3,0,0.0,1041
0,3,0,1,0
0,3,0,2,0
0,3,1,0.0,1038
0,3,1,1,0
0,3,1,2,0
0,3,2,0.0,1038
0,3,2,1,0
0,3,2,2,0
0,3,3,0.0,1038
0,3,3,1,0
0,3,3,2,0
0,3,4,0.0,1038
0,3,4,1,0
0,3,4,2,0
0,3,5,0.0,1038
0,3,5,1,0
0,3,5,2,0
0,3,6,0.0,1038
0,3,6,1,0
0,3,6,2,0
0,3,7,0.0,696
0,3,7,1.0,156
0,3,7,2,0
0,3,8,0.0,822
0,3,8,1.0,105
0,3,8,2,0
0,3,9,0.0,1002
0,3,9,1,0
0,3,9,2,0
0,3,10,0.0,1032
0,3,10,1,0
0,3,10,2,0
0,3,11,0.0,915
0,3,11,2.0,60
0,3,11,1.0,12
0,3,12,0.0,612
0,3,12,2.0,42
0,3,12,1.0,159
0,3,13,0.0,705
0,3,13,2.0,36
0,3,13,1.0,195
0,3,14,0.0,840
0,3,14,1.0,90
0,3,14,2,0
0,3,15,0.0,603
0,3,15,1.0,288
0,3,15,2,0
0,3,16,0.0,810
0,3,16,2.0,21
0,3,16,1.0,159
0,3,17,0.0,1002
0,3,17,1.0,3
0,3,17,2,0
0,3,18,0.0,831
0,3,18,2.0,48
0,3,18,1.0,78
0,3,19,0.0,225
0,3,19,2.0,411
0,3,19,1.0,48
0,3,20,0.0,489
0,3,20,2.0,252
0,3,20,1.0,69
0,3,21,0.0,1041
0,3,21,1,0
0,3,21,2,0
0,3,22,0.0,1041
0,3,22,1,0
0,3,22,2,0
0,3,23,0.0,1041
0,3,23,1,0
0,3,23,2,0
0,4,0,0.0,1041
0,4,0,1,0
0,4,0,2,0
0,4,1,0.0,1041
0,4,1,1,0
0,4,1,2,0
0,4,2,0.0,1038
0,4,2,1,0
0,4,2,2,0
0,4,3,0.0,1041
0,4,3,1,0
0,4,3,2,0
0,4,4,0.0,1041
0,4,4,1,0
0,4,4,2,0
0,4,5,0.0,1041
0,4,5,1,0
0,4,5,2,0
0,4,6,0.0,1041
0,4,6,1,0
0,4,6,2,0
0,4,7,0.0,699
0,4,7,1.0,195
0,4,7,2,0
0,4,8,0.0,870
0,4,8,1.0,30
0,4,8,2,0
0,4,9,0.0,858
0,4,9,1.0,72
0,4,9,2,0
0,4,10,0.0,801
0,4,10,1.0,144
0,4,10,2,0
0,4,11,0.0,552
0,4,11,2.0,12
0,4,11,1.0,330
0,4,12,0.0,813
0,4,12,1.0,126
0,4,12,2,0
0,4,13,0.0,579
0,4,13,1.0,306
0,4,13,2,0
0,4,14,0.0,1041
0,4,14,1,0
0,4,14,2,0
0,4,15,0.0,729
0,4,15,2.0,120
0,4,15,1.0,87
0,4,16,0.0,861
0,4,16,1.0,105
0,4,16,2,0
0,4,17,0.0,861
0,4,17,2.0,15
0,4,17,1.0,99
0,4,18,0.0,612
0,4,18,2.0,48
0,4,18,1.0,81
0,4,19,0.0,513
0,4,19,1.0,102
0,4,19,2,0
0,4,20,0.0,783
0,4,20,1.0,21
0,4,20,2,0
0,4,21,0.0,672
0,4,21,1.0,51
0,4,21,2,0
0,4,22,0.0,783
0,4,22,1.0,30
0,4,22,2,0
0,4,23,0.0,660
0,4,23,1.0,138
0,4,23,2,0
0,5,0,0.0,1038
0,5,0,1,0
0,5,0,2,0
0,5,1,0.0,1041
0,5,1,1,0
0,5,1,2,0
0,5,2,0.0,1038
0,5,2,1,0
0,5,2,2,0
0,5,3,0.0,1041
0,5,3,1,0
0,5,3,2,0
0,5,4,0.0,1038
0,5,4,1,0
0,5,4,2,0
0,5,5,0.0,1041
0,5,5,1,0
0,5,5,2,0
0,5,6,0.0,1038
0,5,6,1,0
0,5,6,2,0
0,5,7,0.0,1041
0,5,7,1,0
0,5,7,2,0
0,5,8,0.0,1041
0,5,8,1,0
0,5,8,2,0
0,5,9,0.0,1005
0,5,9,1,0
0,5,9,2,0
0,5,10,0.0,1038
0,5,10,1,0
0,5,10,2,0
0,5,11,0.0,1038
0,5,11,1,0
0,5,11,2,0
0,5,12,0.0,1032
0,5,12,1,0
0,5,12,2,0
0,5,13,0.0,1020
0,5,13,1.0,3
0,5,13,2,0
0,5,14,0.0,438
0,5,14,2.0,363
0,5,14,1.0,24
0,5,15,0.0,195
0,5,15,2.0,210
0,5,15,1.0,63
0,5,16,0.0,786
0,5,16,2.0,36
0,5,16,1.0,138
0,5,17,0.0,357
0,5,17,2.0,3
0,5,17,1.0,261
0,5,18,0.0,360
0,5,18,2.0,63
0,5,18,1.0,363
0,5,19,0.0,951
0,5,19,1.0,48
0,5,19,2,0
0,5,20,0.0,882
0,5,20,1.0,45
0,5,20,2,0
0,5,21,0.0,714
0,5,21,1.0,150
0,5,21,2,0
0,5,22,0.0,810
0,5,22,1.0,69
0,5,22,2,0
0,5,23,0.0,1002
0,5,23,1,0
0,5,23,2,0
0,6,0,0.0,1029
0,6,0,1,0
0,6,0,2,0
0,6,1,0.0,957
0,6,1,1.0,24
0,6,1,2,0
0,6,2,0.0,1038
0,6,2,1,0
0,6,2,2,0
0,6,3,0.0,1041
0,6,3,1,0
0,6,3,2,0
0,6,4,0.0,1038
0,6,4,1,0
0,6,4,2,0
0,6,5,0.0,1038
0,6,5,1,0
0,6,5,2,0
0,6,6,0.0,1041
0,6,6,1,0
0,6,6,2,0
0,6,7,0.0,1041
0,6,7,1,0
0,6,7,2,0
0,6,8,0.0,1038
0,6,8,1,0
0,6,8,2,0
0,6,9,0.0,1041
0,6,9,1,0
0,6,9,2,0
0,6,10,0.0,654
0,6,10,1,0
0,6,10,2,0
0,6,11,0.0,798
0,6,11,2.0,12
0,6,11,1.0,96
0,6,12,0.0,930
0,6,12,1.0,42
0,6,12,2,0
0,6,13,0.0,894
0,6,13,1.0,69
0,6,13,2,0
0,6,14,0.0,951
0,6,14,1.0,24
0,6,14,2,0
0,6,15,0.0,993
0,6,15,1,0
0,6,15,2,0
0,6,16,0.0,981
0,6,16,1,0
0,6,16,2,0
0,6,17,0.0,1044
0,6,17,1,0
0,6,17,2,0
0,6,18,0.0,1032
0,6,18,1,0
0,6,18,2,0
0,6,19,0.0,27
0,6,19,2.0,855
0,6,19,1.0,87
0,6,20,0.0,840
0,6,20,2.0,90
0,6,20,1.0,27
0,6,21,0.0,1038
0,6,21,1,0
0,6,21,2,0
0,6,22,0.0,1035
0,6,22,1,0
0,6,22,2,0
0,6,23,0.0,1038
0,6,23,1,0
0,6,23,2,0
0,0,0,0.0,1029
0,0,0,1,0
0,0,0,2,0
0,0,1,0.0,1038
0,0,1,1,0
0,0,1,2,0
0,0,2,0.0,993
0,0,2,1,0
0,0,2,2,0
0,0,3,0.0,1041
0,0,3,1,0
0,0,3,2,0
0,0,4,0.0,1038
0,0,4,1,0
0,0,4,2,0
0,0,5,0.0,1041
0,0,5,1,0
0,0,5,2,0
0,0,6,0.0,1038
0,0,6,1,0
0,0,6,2,0
0,0,7,0.0,849
0,0,7,2.0,6
0,0,7,1.0,78
0,0,8,0.0,747
0,0,8,1.0,150
0,0,8,2,0
0,0,9,0.0,861
0,0,9,2.0,72
0,0,9,1.0,60
0,0,10,0.0,891
0,0,10,1.0,39
0,0,10,2,0
0,0,11,0.0,579
0,0,11,2.0,18
0,0,11,1.0,327
0,0,12,0.0,936
0,0,12,1.0,6
0,0,12,2,0
0,0,13,0.0,684
0,0,13,2.0,129
0,0,13,1.0,168
0,0,14,0.0,501
0,0,14,1.0,435
0,0,14,2,0
0,0,15,0.0,711
0,0,15,2.0,24
0,0,15,1.0,249
0,0,16,0.0,927
0,0,16,2.0,36
0,0,16,1.0,27
0,0,17,0.0,705
0,0,17,2.0,12
0,0,17,1.0,123
0,0,18,0.0,246
0,0,18,2.0,681
0,0,18,1.0,12
0,0,19,0.0,564
0,0,19,2.0,426
0,0,19,1.0,24
0,0,20,0.0,1038
0,0,20,1,0
0,0,20,2,0
0,0,21,0.0,1038
0,0,21,1,0
0,0,21,2,0
0,0,22,0.0,1020
0,0,22,1,0
0,0,22,2,0
0,0,23,0.0,1032
0,0,23,1,0
0,0,23,2,0
0,1,0,0.0,978
0,1,0,1.0,9
0,1,0,2,0
0,1,1,0.0,1041
0,1,1,1,0
0,1,1,2,0
0,1,2,0.0,1035
0,1,2,1,0
0,1,2,2,0
0,1,3,0.0,1035
0,1,3,1,0
0,1,3,2,0
0,1,4,0.0,1038
0,1,4,1,0
0,1,4,2,0
0,1,5,0.0,1041
0,1,5,1,0
0,1,5,2,0
0,1,6,0.0,1041
0,1,6,1,0
0,1,6,2,0
0,1,7,0.0,1020
0,1,7,1,0
0,1,7,2,0
0,1,8,0.0,1038
0,1,8,1,0
0,1,8,2,0
0,1,9,0.0,750
0,1,9,1.0,66
0,1,9,2,0
0,1,10,0.0,750
0,1,10,1.0,12
0,1,10,2,0
0,1,11,0.0,546
0,1,11,1.0,270
0,1,11,2,0
0,1,12,0.0,1017
0,1,12,1,0
0,1,12,2,0
0,1,13,0.0,891
0,1,13,2.0,15
0,1,13,1.0,63
0,1,14,0.0,822
0,1,14,1.0,126
0,1,14,2,0
0,1,15,0.0,705
0,1,15,2.0,15
0,1,15,1.0,105
0,1,16,0.0,726
0,1,16,1.0,150
0,1,16,2,0
0,1,17,0.0,651
0,1,17,2.0,24
0,1,17,1.0,195
0,1,18,0.0,801
0,1,18,1.0,33
0,1,18,2,0
0,1,19,0.0,1041
0,1,19,1,0
0,1,19,2,0
0,1,20,0.0,1041
0,1,20,1,0
0,1,20,2,0
0,1,21,0.0,960
0,1,21,1.0,39
0,1,21,2,0
0,1,22,0.0,1014
0,1,22,1,0
0,1,22,2,0
0,1,23,0.0,972
0,1,23,1,0
0,1,23,2,0
0,2,0,0.0,1026
0,2,0,1,0
0,2,0,2,0
0,2,1,0.0,1008
0,2,1,1,0
0,2,1,2,0
0,2,2,0.0,1038
0,2,2,1,0
0,2,2,2,0
0,2,3,0.0,1038
0,2,3,1,0
0,2,3,2,0
0,2,4,0.0,1038
